順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
285,腎不全 ステージ分類,6400,80,1.611,39.04,34,66,1,7,10,19,26,20,17
286,急性肺炎とは,6600,80,1.61,75.408,35,65,4,10,14,18,20,17,17
287,グリクラジド,6700,80,1.602,33.911,39,61,1,14,18,22,21,14,10
288,ノルアドレナリン 投与量,6600,80,1.602,57.964,36,64,0,15,20,28,21,10,6
289,看護協会 研修 2025,6300,80,1.601,91.942,9,91,0,20,17,32,24,5,2
290,腹腔鏡手術 術後 痛み,6400,80,1.59,20.582,23,77,1,6,15,25,24,16,13
291,そうめん 消化に良いか,6800,80,1.589,26.007,29,71,1,12,27,27,18,10,5
292,ダーメンコルセット,6500,80,1.584,50.27,31,69,1,18,18,24,19,12,8
293,mchc 高い 原因,7000,80,1.577,88.226,30,70,1,8,11,18,26,18,18
294,背中の痛み 右側 上 女性,7300,80,1.57,67.084,9,91,1,2,7,21,33,23,13
295,起居動作 意味,7000,80,1.535,62.825,26,74,2,12,12,24,28,16,6
296,順天堂大学病院 静岡,7000,80,1.524,19.038,36,64,1,5,11,14,26,26,17
297,クエンメット配合錠,7700,80,1.506,45.488,45,55,1,7,13,18,24,19,18
298,海馬 萎縮,7600,80,1.503,22.294,30,70,1,5,6,16,29,23,20
299,造影剤 mri,7100,80,1.503,41.891,24,76,1,6,13,28,30,14,8
300,痔核とは,7500,80,1.502,27.662,35,65,1,10,13,19,24,18,15
301,線維筋痛症 何科,7500,80,1.5,40.553,20,80,1,4,9,17,28,25,16
302,喉頭癌,7400,80,1.492,38.962,43,57,2,7,9,14,20,19,29
303,馬尾症候群,7900,80,1.49,55.467,29,71,1,10,12,20,25,18,14
304,電解質 飲み物,8100,80,1.483,82.434,40,60,3,9,16,19,20,17,16
305,ラキソベロン 飲み方,7400,80,1.48,30.301,32,68,1,5,10,17,23,20,24
306,カタル性口内炎,7600,80,1.475,24.543,29,71,6,21,24,21,14,8,6
307,虚血性腸炎 原因,8100,80,1.47,26.326,24,76,1,5,8,15,26,25,20
308,糖尿病一型と二型,8300,80,1.469,30.364,31,69,2,5,5,16,29,25,18
309,コロナ菌 何日で消える,8000,80,1.465,37.097,28,72,2,7,10,15,27,24,15
310,結腸,7900,80,1.464,32.207,29,71,16,18,15,18,10,9,14
311,右肩の痛み 病気のサイン,7700,80,1.463,45.824,32,68,0,2,6,23,35,21,13
312,水下痢 腹痛なし,7800,80,1.462,21.753,27,73,2,13,28,28,18,8,3
313,ic 医療用語,7500,80,1.459,38.795,28,72,1,21,19,25,21,9,4
314,心電図検査,7900,80,1.458,26.354,30,70,5,14,12,20,19,16,14
315,栄養不足で起こる症状,7800,80,1.454,25.06,23,77,5,12,14,22,25,14,8
316,リンパ腫 良性と悪性,7900,80,1.453,100.482,28,72,1,4,7,15,24,24,25
317,ラゲブリオカプセル200mg,8300,80,1.445,105.95,40,60,0,4,7,13,19,24,33
318,ロキソニン副作用,8600,80,1.441,25.541,34,66,3,5,4,14,26,24,24
319,人工肛門科ストーマ交換,8500,80,1.441,20.841,32,68,1,2,5,15,27,27,23
320,筋肉注射 手技,7500,80,1.437,66.708,10,90,0,29,20,25,17,5,4
321,独語とは,7700,80,1.436,36.58,25,75,2,10,11,21,27,19,10
322,前立腺生検,8200,80,1.424,35.853,60,40,0,10,6,9,15,28,32
323,アイゼンメンジャー症候群,3800,70,2.051,30.918,26,74,3,45,16,16,11,7,2
324,大腸がん手術後,4200,70,2.016,43.489,30,70,0,1,3,13,26,29,28
325,lk 医療,4400,70,1.963,46.945,25,75,1,44,25,17,8,3,2
326,テント状t波,4100,70,1.959,54.139,34,66,1,46,24,15,10,3,1
327,留置カテーテル,4300,70,1.958,30.6,26,74,1,7,10,22,28,20,12
328,オキファスト,4200,70,1.93,31.792,32,68,0,20,17,26,22,11,4
329,ワイスタール,4100,70,1.915,20.948,43,57,0,29,22,19,14,9,7
330,copd 急性増悪,4300,70,1.913,38.965,42,58,2,20,14,18,17,14,15
331,抗がん剤副作用,4600,70,1.902,23.834,26,74,1,5,4,16,30,24,20
332,血糖測定,4000,70,1.898,30.445,23,77,2,32,16,21,17,8,4
333,前負荷 後負荷,4400,70,1.889,20.086,36,64,3,52,20,13,7,3,2
334,nppvとは,4400,70,1.864,41.776,25,75,2,36,15,19,11,10,7
335,fna 医療用語,4600,70,1.851,46.323,26,74,0,26,16,22,20,10,6
336,経管栄養 滴下速度,4500,70,1.851,29.404,13,87,1,31,17,22,19,6,4
337,プリンペラン錠5mg,4500,70,1.849,30.162,36,64,1,6,8,13,21,22,29
338,転移性肝がん,4400,70,1.841,23.057,34,66,1,8,8,18,23,23,19
339,憩室出血 原因,4700,70,1.84,23.3,38,62,0,4,5,11,26,28,26
340,ビショップスコア,5100,70,1.839,22.76,14,86,1,49,28,11,7,3,1
341,胆嚢がん,4800,70,1.824,21.287,31,69,2,5,10,21,27,21,14
342,脳血管攣縮,4400,70,1.824,24.893,29,71,3,38,13,17,16,8,5
343,左股関節の痛み 女性,5000,70,1.788,32.263,4,96,2,8,12,25,29,14,10
344,点滴滴下 計算,4500,70,1.786,40.542,11,89,1,27,18,27,21,5,1
345,スワンネック変形,4800,70,1.784,23.134,40,60,6,29,14,18,17,11,5
346,水腎症とは,5000,70,1.775,29.562,22,78,1,20,15,16,22,14,12
347,ap 医療,4800,70,1.772,35.131,31,69,0,39,27,19,10,4,1
348,地域支援事業とは,4600,70,1.754,20.921,28,72,1,15,11,24,28,14,7
349,ウルソ 副作用,5000,70,1.752,30.257,32,68,0,4,8,18,30,22,18
350,右膝内側の痛み,4700,70,1.741,23.625,34,66,2,4,6,19,30,23,16
351,右側臥位とは,5300,70,1.736,45.814,26,74,2,15,14,23,28,14,4
352,肝臓病,5000,70,1.731,39.661,40,60,2,8,13,19,20,18,20
353,後天性免疫不全症候群,5200,70,1.726,27.91,37,63,16,25,12,18,17,8,4
354,アネロイド血圧計,4800,70,1.723,54.071,29,71,7,19,16,23,21,10,4
355,急変時の対応 看護,5100,70,1.722,39.872,10,90,1,26,17,27,22,5,2
356,横隔膜 ストレッチ,5600,70,1.716,50.166,37,63,1,5,12,19,25,19,19
357,エチゾラム 効果発現時間,4900,70,1.709,48.321,37,63,1,9,13,22,24,15,16
358,反回神経,5200,70,1.704,57.328,40,60,2,35,13,13,14,11,12
359,腹水穿刺,5300,70,1.702,38.588,28,72,1,16,12,21,24,15,11
360,汎血球減少症,5700,70,1.688,66.325,34,66,1,20,16,21,21,12,9
361,深部静脈血栓症 症状,5700,70,1.687,79.286,23,77,2,21,9,15,21,17,15
362,gfr 基準値,5600,70,1.679,52.736,29,71,0,20,9,17,18,14,22
363,インスリン 種類,5500,70,1.679,28.808,23,77,1,25,15,18,20,10,11
364,喉が熱い感じ,5200,70,1.661,39.309,26,74,7,15,18,23,21,10,6
365,正中神経,5600,70,1.633,27.909,45,55,5,22,14,18,20,12,9
366,腎臓に石があると言われたら,5800,70,1.621,35.181,24,76,0,3,6,17,33,26,15
367,ウルソデオキシコール,6100,70,1.606,24.328,39,61,1,11,10,16,24,19,19
368,かひか 皮膚,5900,70,1.598,42.436,20,80,2,19,19,27,20,10,3
369,血圧低い 高齢者,5900,70,1.598,34.113,20,80,1,2,4,14,31,26,22
370,鶏肉食中毒,5600,70,1.591,27.432,29,71,4,8,6,18,32,22,10
371,レペタン,5800,70,1.59,33.395,34,66,0,31,24,20,14,7,4
372,離脱症状,5600,70,1.586,31.066,35,65,5,20,21,19,18,10,7
373,センノシド錠12mg 効き目時間,5800,70,1.579,82.024,29,71,1,9,14,22,19,13,22
374,ヘパリンロック,6100,70,1.575,50.169,27,73,1,21,14,21,23,12,8
375,子宮が大きいと言われた,6100,70,1.574,27.899,7,93,1,7,16,43,25,5,3
376,チアノーゼ 症状,5800,70,1.567,23.272,28,72,2,12,14,18,23,17,14
377,ラクツロースシロップ65%,6200,70,1.566,37.051,26,74,0,13,23,21,19,14,10
378,牛車腎気丸 効果 ツムラ,6800,70,1.565,22.947,36,64,0,1,3,7,16,28,45
379,胸の痛み 真ん中,6100,70,1.562,54.659,30,70,2,7,11,18,27,20,15
380,口腔癌,6000,70,1.562,35.613,38,62,7,16,15,17,18,14,13
381,タンボコール,5900,70,1.559,47.06,41,59,0,13,16,19,20,13,19
382,ナルベイン,6300,70,1.547,23.504,29,71,0,18,17,27,22,11,5
383,急性出血性結膜炎,6100,70,1.543,74.324,21,79,3,10,26,28,18,10,5
384,皮膚癌,6600,70,1.541,26.495,39,61,2,5,11,15,20,18,29
385,動脈硬化 症状 初期,6700,70,1.537,19.597,27,73,0,2,4,13,29,25,27
386,うつ病の症状 初期,6600,70,1.532,28.03,32,68,6,14,10,18,23,14,15
387,下肢動脈閉塞症,6200,70,1.532,22.143,35,65,0,9,12,15,20,21,23
388,脱水 血圧,6500,70,1.53,36.433,25,75,1,16,16,23,23,14,7
389,先天性疾患,6700,70,1.517,39.931,27,73,9,16,19,21,19,10,6
390,赤血球 増やす方法,6500,70,1.516,44.717,45,55,1,4,8,16,22,21,28
391,変形性頸椎症,6800,70,1.513,31.998,34,66,1,5,8,17,25,22,22
392,ドンペリドン 突然死,6000,70,1.511,52.379,17,83,3,12,22,25,22,10,6
393,認知症自立度,5900,70,1.511,44.423,32,68,0,16,17,27,23,12,5
394,igg 高値,6300,70,1.505,63.722,24,76,1,6,9,17,24,21,22
395,エジンバラ産後うつ病質問票,6800,70,1.504,20.955,12,88,1,30,25,19,14,9,2
396,一過性黒内障,6400,70,1.503,29.959,34,66,3,8,13,17,21,19,19
397,センノシド 効果,6300,70,1.503,28.683,32,68,2,24,14,17,17,13,13
398,血圧が低いとどうなる 高齢者,7500,70,1.496,115.751,36,64,0,1,1,4,13,26,55
399,療養病床とは,6400,70,1.496,60.725,31,69,2,9,10,16,28,23,12
400,自律神経失調症 休職,6000,70,1.496,54.84,30,70,1,20,30,28,15,4,2
401,顎下腺腫瘍,6500,70,1.488,64.719,31,69,5,10,18,23,22,14,8
402,下っ腹が張る,6000,70,1.488,35.577,20,80,4,15,20,25,22,9,5
403,慢性扁桃腺炎,6600,70,1.486,20.619,30,70,3,24,26,20,15,8,4
404,ベータブロッカー,6900,70,1.485,24.408,43,57,1,16,17,22,20,14,10
405,神経痛 薬,6300,70,1.485,26.544,38,62,1,6,15,25,28,16,9
406,腹水とは,6500,70,1.483,31.176,39,61,6,23,19,20,17,9,6
407,ゼローダ,7100,70,1.482,21.804,35,65,1,9,12,21,24,18,15
408,肺マック症 症状,7000,70,1.482,20.277,16,84,0,2,3,8,20,30,37
409,校門 できもの 痛い,6200,70,1.478,57.066,40,60,3,11,21,31,22,8,4
410,心不全 食事,7100,70,1.474,38.596,25,75,1,6,6,14,30,24,19
411,感染性胃腸炎 薬,6400,70,1.474,29.045,30,70,2,10,22,25,22,13,6
412,光化学オキシダント,7100,70,1.47,39.929,35,65,13,29,14,20,14,6,4
413,フェノバルビタール,6500,70,1.46,20.652,36,64,1,28,17,20,18,10,6
414,アイソカルサポート,6600,70,1.458,32.436,33,67,0,20,23,23,18,10,6
415,退院証明書とは,6200,70,1.457,32.768,30,70,0,5,15,22,28,19,11
416,クエチアピン12.5,7300,70,1.455,22.626,27,73,2,6,9,19,27,20,17
417,介護保険施設とは,7100,70,1.454,39.574,29,71,2,8,9,21,30,21,9
418,右足の裏が痛い,7100,70,1.451,30.335,39,61,1,4,11,23,30,17,14
419,足の裏が赤い,7100,70,1.443,27.351,25,75,1,2,3,10,20,28,36
420,ベリチーム,7100,70,1.442,20.856,37,63,1,7,13,21,21,18,19
421,白癬菌 爪,6900,70,1.44,19.809,35,65,1,5,7,17,25,23,22
422,よだれが垂れる病気,7200,70,1.436,42.673,40,60,3,3,5,15,22,22,30
423,上気道炎 咳,6900,70,1.433,22.063,28,72,1,7,16,23,22,18,13
424,じみょう 命,7500,70,1.425,35.836,40,60,2,7,7,15,28,24,17
425,タケプロン 市販,3600,60,2.015,75.136,39,61,0,2,8,17,24,26,23
426,大腸検査 ポリープ,3800,60,1.954,50.845,34,66,1,2,10,22,31,19,15
427,キャベジンコーワαプラス,4000,60,1.953,37.079,54,46,1,2,6,12,19,25,35
428,体の右側だけ不調,3200,60,1.953,41.404,15,85,2,8,13,26,34,12,5
429,右脇腹後ろの痛み,3400,60,1.932,29.169,38,62,0,3,9,21,34,22,11
430,cvとは 医療,3800,60,1.927,40.472,22,78,5,32,12,16,20,11,4
431,左脇腹の痛み ガス溜まり,3900,60,1.919,20.114,28,72,2,5,12,22,28,19,12
432,ホフマン反射,3700,60,1.91,22.46,57,43,3,41,18,13,13,7,5
433,子宮復古,4000,60,1.9,22.242,12,88,3,47,28,12,6,2,2
434,ボノピオンパック,3700,60,1.878,64.11,39,61,1,9,17,25,22,16,10
435,経腸栄養剤,4100,60,1.877,31.903,29,71,2,23,13,17,20,13,12
436,卵巣腫瘍 お腹の出方,3800,60,1.86,22.868,6,94,2,13,17,28,26,8,6
437,オニバイド,4200,60,1.856,48.162,43,57,1,14,16,23,20,15,11
438,腺腫性ポリープ,3800,60,1.853,29.027,39,61,0,2,7,16,26,27,22
439,アスパルト インスリン,4000,60,1.845,51.46,29,71,1,17,17,25,22,12,6
440,アンモニア 基準値,4100,60,1.835,55.753,23,77,2,24,12,17,19,16,10
441,体のだるさ 原因,4100,60,1.832,62.462,33,67,1,9,18,29,23,12,8
442,胸膜,4200,60,1.824,45.665,36,64,6,18,11,16,19,15,15
443,記銘力とは,4300,60,1.819,24.558,27,73,4,32,8,15,20,12,9
444,橋出血,4300,60,1.817,20.676,35,65,1,26,18,20,19,11,5
445,ph 医療,3800,60,1.81,25.064,22,78,1,42,22,18,11,4,2
446,血液検査wbcとは,4400,60,1.802,24.694,30,70,1,2,4,11,22,29,31
447,血糖値低いとどうなる,4100,60,1.798,29.874,23,77,3,9,10,18,26,20,14
448,gfo,3800,60,1.794,48.384,42,58,2,23,21,22,17,10,5
449,脂肪便とは,4000,60,1.793,23.378,23,77,2,15,16,22,23,15,7
450,尿が濃い原因,4200,60,1.786,47.747,32,68,2,8,13,21,27,15,14
451,ソルデム3ag輸液,4000,60,1.769,60.456,33,67,1,16,13,17,19,19,15
452,コーラック 副作用,4500,60,1.758,73.884,34,66,4,7,9,13,18,20,29
453,マグコロール散,4100,60,1.758,37.082,39,61,1,5,9,18,24,22,21
454,mriでわかること,4200,60,1.747,21.151,21,79,2,6,13,22,26,18,13
455,clti 医療,4700,60,1.743,46.834,34,66,1,30,24,24,14,5,2
456,ツムラ60,4200,60,1.732,36.127,26,74,1,4,10,20,29,20,16
457,左大腿骨頚部骨折,4200,60,1.728,21.204,29,71,3,16,11,20,24,17,9
458,子宮異形成とは,4400,60,1.727,42.662,15,85,1,7,13,24,31,18,6
459,肺癌 腫瘍マーカー,4400,60,1.726,46.355,45,55,0,8,12,18,23,21,18
460,結石性腎盂腎炎,4600,60,1.72,22.621,35,65,1,11,14,20,24,18,12
461,薬物療法とは,4600,60,1.716,24.286,37,63,7,14,9,18,20,17,15
462,慢性気管支炎,4700,60,1.713,27.735,36,64,5,15,17,19,17,13,14
463,足趾とは,4800,60,1.706,67.447,27,73,3,18,12,20,21,17,9
464,漿液性とは,4400,60,1.704,36.704,22,78,4,22,14,20,20,11,9
465,st低下,4600,60,1.701,36.331,33,67,1,32,23,19,14,7,4
466,ジュネーブ宣言,4500,60,1.7,37.927,31,69,7,43,12,15,13,7,3
467,吸引 看護,4400,60,1.693,66.532,8,92,2,36,13,21,16,8,4
468,後鼻漏電 原因,4800,60,1.688,90.672,24,76,1,6,10,19,25,21,18
469,末期癌 緩和ケア,4300,60,1.688,41.574,28,72,1,3,7,21,32,21,15
470,クローヌスとは,4400,60,1.684,23.76,36,64,2,32,17,18,18,10,3
471,乳がん初期症状,4500,60,1.68,75.444,11,89,4,10,13,27,27,11,8
472,ミンガッチーニ徴候,4900,60,1.676,29.182,45,55,1,45,22,18,10,3,1
473,右の肩甲骨痛い,4200,60,1.674,65.582,29,71,2,8,15,26,28,14,7
474,crp 白血球,4600,60,1.673,22.073,33,67,1,12,10,18,20,17,22
475,肝性脳症 症状,4800,60,1.67,30.612,23,77,1,21,9,17,23,18,11
476,nsvt,4700,60,1.669,27.999,33,67,0,39,28,19,8,4,2
477,両下肢,4900,60,1.665,30.743,27,73,2,9,13,22,28,17,9
478,cpr 血液検査,4700,60,1.658,22.145,28,72,1,5,12,18,24,20,20
479,エンテロコッカス faecalis,5200,60,1.656,24.126,38,62,1,23,19,19,17,12,9
480,滲出液 漢字,4700,60,1.648,82.9,20,80,2,6,14,26,28,18,6
481,アイウエオチップス,4500,60,1.646,41.516,61,39,1,37,31,20,8,2,1
482,頻脈性心房細動とは,4700,60,1.64,97.982,30,70,1,9,10,16,20,20,24
483,キートルーダ,5000,60,1.633,142.501,38,62,0,5,8,18,26,24,19
484,ckd 医療用語,4600,60,1.631,44.961,14,86,0,22,15,24,24,8,7
485,サーフロー留置針,5200,60,1.629,21.989,25,75,0,25,19,24,20,9,3
486,誤嚥性肺炎 予後,4600,60,1.628,33.972,21,79,1,4,8,16,35,24,12
487,失行,4900,60,1.624,46.448,31,69,4,22,17,22,19,10,6
488,肝硬変 数値,4700,60,1.623,24.507,51,49,1,6,12,21,26,18,16
489,オキノーム2.5mg,5500,60,1.619,54.295,35,65,0,6,7,15,24,22,26
490,腸過敏性症候群,5000,60,1.613,32.855,22,78,12,20,17,20,18,9,4
491,アーテン,4500,60,1.606,46.928,37,63,1,11,17,26,24,13,8
492,抗がん剤 副作用何日目,5400,60,1.605,49.483,24,76,1,4,9,22,26,20,18
493,ナボット嚢胞とは,4800,60,1.602,26.81,18,82,1,6,12,33,31,11,6
494,低ナトリウム血症 症状,5200,60,1.601,26.043,27,73,3,32,15,18,17,9,6
495,dダイマー高値,5100,60,1.596,84.369,24,76,1,19,16,22,21,11,10
496,ギャッチアップ,5300,60,1.591,22.035,27,73,5,24,15,18,21,11,6
497,膝の水抜き後の注意,5100,60,1.591,92.375,26,74,0,1,4,13,32,28,22
498,肝臓癌 末期 症状 死の前兆,5000,60,1.586,24.378,24,76,0,2,6,16,30,24,22
499,座ってると腰が痛い,5300,60,1.585,34.831,28,72,8,18,23,25,16,5,5
500,ucg 医療,5000,60,1.581,47.301,29,71,1,32,20,19,17,7,4
501,tafro症候群,5500,60,1.58,24.583,45,55,1,20,23,21,18,11,6
502,ツムラ加味逍遙散エキス顆粒,4900,60,1.576,38.419,14,86,1,8,9,22,33,14,13
503,左腎嚢胞とは,5400,60,1.575,24.315,35,65,1,2,8,22,33,24,10
504,ロキソニン何時間あける,4900,60,1.574,50.386,22,78,6,16,11,19,27,15,6
505,デスカンファレンスとは,5400,60,1.566,24.16,20,80,1,13,15,28,28,11,4
506,デブリ 医療,5200,60,1.566,45.954,19,81,1,29,18,21,18,9,4
507,頸髄症,5500,60,1.565,45.864,35,65,1,13,14,18,22,15,17
508,舌が乾く病気,4900,60,1.563,24.027,33,67,1,2,7,19,32,22,17
509,リモデリングとは,5100,60,1.558,26.305,28,72,6,26,13,17,18,12,8
510,大腸カメラ 頻度,4800,60,1.553,20.214,37,63,0,2,10,31,29,19,9
511,死期が近づくと起こる症状,5600,60,1.549,24.18,23,77,1,4,10,20,34,21,10
512,血中濃度とは,5300,60,1.549,23.646,26,74,2,11,9,17,25,17,19
513,徐脈性心房細動,5100,60,1.548,79.279,37,63,1,13,13,14,22,18,19
514,胆石 手術後,5500,60,1.545,48.023,29,71,1,3,9,20,27,22,18
515,テレミンソフト坐薬 効果時間,5400,60,1.545,33.9,22,78,0,11,22,26,16,12,13
516,遺伝子パネル検査とは,4900,60,1.545,20.949,35,65,0,5,9,20,27,23,16
517,ソリタ-t3号輸液 効果,5500,60,1.541,53.443,29,71,2,12,12,18,22,20,14
518,陽子線治療 病院 一覧,5500,60,1.541,35.824,49,51,0,2,3,9,20,25,41
519,国際がんセンター 大阪,5300,60,1.53,29.784,28,72,1,3,6,18,24,24,24
520,evt,5000,60,1.527,20.758,40,60,1,29,20,20,17,9,4
521,痰がらみの咳 続く,4900,60,1.525,31.056,15,85,1,7,26,26,18,15,7
522,糖尿病食事,5400,60,1.514,42.11,31,69,1,4,4,16,34,23,18
523,コロナ熱上がったり下がったり,5700,60,1.513,22.474,22,78,1,6,7,21,35,21,9
524,姫路日赤病院,5900,60,1.511,21.529,36,64,1,5,9,17,24,22,22
525,痰の色 黄色,5600,60,1.511,20.105,27,73,4,13,20,23,15,14,11
526,せん妄症とは,5800,60,1.508,47.69,39,61,1,3,6,9,22,26,33
527,冠動脈とは,5800,60,1.505,28.234,43,57,3,13,5,8,17,21,33
528,漢方薬 飲み方,5600,60,1.505,93.811,25,75,4,10,10,18,25,15,18
529,体重増やす方法,5300,60,1.505,23.523,53,47,19,21,15,21,14,6,4
530,肺気腫 末期,5400,60,1.501,36.181,30,70,1,1,4,16,28,22,28
531,エタネルセプト,5600,60,1.495,36.76,32,68,0,15,16,23,23,14,9
532,ミカファンギン,5500,60,1.494,46.257,36,64,1,35,22,20,13,6,3
533,トロン浴,6000,60,1.488,100.093,33,67,1,1,3,10,33,37,15
534,オイルデル 口コミ,5700,60,1.481,27.938,21,79,1,5,7,21,32,21,13
535,多発性脳梗塞,6100,60,1.475,26.372,30,70,1,14,8,16,25,20,16
536,わごる 医療,5800,60,1.473,30.754,24,76,1,30,26,24,14,4,1
537,緩和病棟とは,6100,60,1.466,33.929,32,68,2,7,14,20,23,18,16
538,栄養補助食品 高齢者,6200,60,1.464,25.669,19,81,0,3,5,11,29,26,26
539,肺動脈弁狭窄症,5700,60,1.463,19.96,23,77,3,16,23,25,17,9,7
540,手の骨,5700,60,1.463,19.209,39,61,11,22,17,21,16,8,5
541,おならと一緒に便が出る,5600,60,1.463,21.09,23,77,3,11,15,18,20,19,14
542,内縁の夫とは,5700,60,1.46,29.761,39,61,3,24,21,19,19,9,5
543,プリンペラン 副作用,5600,60,1.46,52.873,20,80,2,15,17,20,21,14,11
544,血液検査 mchc 低い,6000,60,1.459,37.7,16,84,1,5,14,27,28,15,10
545,デパス 睡眠薬として,6600,60,1.457,27.894,32,68,1,3,7,15,24,21,29
546,目がヒリヒリする原因,5300,60,1.453,28.59,21,79,1,5,11,23,30,19,11
547,水に浮く便,5800,60,1.447,60.271,29,71,2,10,14,19,20,20,15
548,治癒とは,5400,60,1.447,26.604,41,59,5,10,9,16,24,18,18
549,胸がドキドキする症状,5900,60,1.446,51.105,29,71,4,7,9,19,22,19,20
550,看護師国家試験 過去問,5500,60,1.446,19.395,24,76,9,31,11,17,17,10,5
551,エチゾラム 1日何錠まで,6200,60,1.442,42.691,35,65,1,5,9,20,26,18,21
552,プルラブ 効果 口コミ,6000,60,1.441,114.899,6,94,2,11,28,35,18,4,2
553,コストコスティッチぬいぐるみ,6000,60,1.44,48.473,22,78,14,14,8,23,27,11,3
554,前立腺がん 治療方,5700,60,1.438,83.782,49,51,1,3,7,16,21,28,24
555,亡くなった祖母の夢,5300,60,1.435,54.012,14,86,1,11,25,28,25,7,3
556,耳管,5500,60,1.434,42.28,45,55,6,17,16,20,17,12,12
557,関節可動域,5500,60,1.433,22.414,41,59,5,32,16,20,14,7,6
558,がん治療 最先端,6700,60,1.428,27.992,41,59,1,2,6,15,23,24,29
559,ca15-3 腫瘍マーカー 乳がん,6000,60,1.427,91.408,15,85,0,2,4,15,29,25,25
560,家賃滞納 何ヶ月まで,6100,60,1.424,50.125,51,49,2,19,18,19,23,11,8
561,血液検査 alt,5800,60,1.423,28.768,30,70,1,8,17,26,26,12,10
562,まぶたの痙攣,5700,60,1.422,83.17,31,69,1,8,15,24,26,14,12
563,腎ろう 看護,3500,50,1.865,89.864,16,84,1,22,15,22,21,12,7
564,恥骨結合炎,3300,50,1.847,84.988,36,64,5,8,17,27,22,13,8
565,フルバスタチン,3600,50,1.823,26.343,31,69,1,9,12,16,22,22,18
566,肋間神経痛 ロキソニン,3400,50,1.803,46.995,34,66,2,5,16,22,25,17,13
567,レニン,3800,50,1.801,20.053,34,66,8,32,11,15,15,11,8
568,ポリープ 悪性の場合,3400,50,1.801,21.26,41,59,1,7,18,24,23,16,11
569,総頚動脈,3700,50,1.8,22.347,43,57,8,30,17,20,13,7,5
570,期外収縮 薬,3700,50,1.776,34.055,46,54,1,3,8,16,20,25,27
571,歯から血が出る,3700,50,1.765,53.298,35,65,10,16,15,20,19,11,9
572,ポート 医療,3600,50,1.763,36.054,25,75,1,22,17,21,21,12,6
573,距腿関節,3900,50,1.757,44.988,46,54,10,35,17,17,12,6,3
574,生食ロック,3700,50,1.756,93.147,17,83,1,34,17,23,18,5,2
575,卵巣茎捻転,3400,50,1.756,19.706,15,85,3,17,27,28,15,6,4
576,トレシーバ 作用時間,3600,50,1.751,38.801,25,75,0,19,15,23,22,12,9
577,輸血 看護,3600,50,1.75,22.889,12,88,1,39,16,21,14,6,3
578,ハイパーサーミア 病院 一覧,3800,50,1.747,27.547,33,67,0,2,4,18,31,26,19
579,肺癌 症状,3800,50,1.746,72.489,37,63,3,12,15,23,20,13,14
580,筋強剛,3600,50,1.745,36.986,35,65,3,23,14,18,20,12,10
581,ctcae,3300,50,1.745,28.834,48,52,0,29,24,24,14,6,3
582,お腹の調子が悪い,3800,50,1.743,28.148,24,76,6,24,24,20,14,7,5
583,正中弓状靭帯圧迫症候群,3600,50,1.742,42.274,39,61,2,11,15,21,22,18,11
584,腸閉塞 手術後,3800,50,1.74,58.682,31,69,1,5,8,19,25,22,20
585,バラクルード,3700,50,1.739,21.11,41,59,0,12,14,24,23,16,11
586,pda 医療,3700,50,1.738,19.503,26,74,2,26,20,21,17,10,4
587,ptgbd 医療,3400,50,1.738,96.494,24,76,0,32,21,23,16,6,2
588,グリミクロン,3900,50,1.736,27.97,38,62,0,14,19,23,19,13,12
589,ゾレドロン酸,3800,50,1.724,70.022,39,61,0,18,19,21,20,13,9
590,アルブミン製剤,4100,50,1.721,30.061,37,63,1,24,17,21,16,11,10
591,滴下計算,3700,50,1.721,35.964,13,87,3,43,21,19,10,1,3
592,egd,3900,50,1.719,25.71,36,64,0,33,19,18,17,9,4
